,YEAR,EIND,TATM,iter,orig_sol,sim_ssp,sim_damages,sim_ecs
6184,2195,0.92476618616281,1.3563418052,106,Compromise,3,5,2.500000
6185,2200,1.0501936230378794,1.3558186114,106,Compromise,3,5,2.500000
6186,2205,1.2062064119878906,1.3557413079,106,Compromise,3,5,2.500000
6187,2210,1.3451035868307897,1.3560907976,106,Compromise,3,5,2.500000
6188,2215,1.4676435894683701,1.3569738152,106,Compromise,3,5,2.500000
6189,2220,1.5771078830103804,1.3583206434,106,Compromise,3,5,2.500000
6190,2225,1.6735545874181095,1.3600445097,106,Compromise,3,5,2.500000
6191,2230,1.7579162104212898,1.3620782567,106,Compromise,3,5,2.500000
6192,2235,1.83262286589612,1.3643635616,106,Compromise,3,5,2.500000
6193,2240,1.90005162683813,1.3668505103,106,Compromise,3,5,2.500000
6194,2245,1.9632435628892293,1.3695020667,106,Compromise,3,5,2.500000
6195,2250,2.0268337809122405,1.372293197,106,Compromise,3,5,2.500000
6196,2255,2.0906232468146198,1.3752123232,106,Compromise,3,5,2.500000
6197,2260,2.15931550472559,1.3782668842,106,Compromise,3,5,2.500000
6198,2265,2.237746703235189,1.3814640426,106,Compromise,3,5,2.500000
6199,2270,2.333266099424691,1.384827482,106,Compromise,3,5,2.500000
6200,2275,2.455524393641839,1.3883996922,106,Compromise,3,5,2.500000
6201,2280,2.6121679264648607,1.3922510189,106,Compromise,3,5,2.500000
6202,2285,2.79317367091911,1.3964883127,106,Compromise,3,5,2.500000
6203,2290,3.32331007192007,1.4012461753,106,Compromise,3,5,2.500000
6204,2295,3.526524865905759,1.4066156656,106,Compromise,3,5,2.500000
6205,2300,3.4481383310627804,1.4139378951,106,Compromise,3,5,2.500000
6206,2015,34.94380344704401,0.85,107,Welfare,4,4,2.500000
6207,2020,36.735460855845,1.1181170528,107,Welfare,4,4,2.500000
6208,2025,31.402835106556296,1.2609830464,107,Welfare,4,4,2.500000
6209,2030,24.741115758296612,1.3753482693,107,Welfare,4,4,2.500000
6210,2035,17.2168032705012,1.4593262647,107,Welfare,4,4,2.500000
6211,2040,10.3601093722203,1.5135913875,107,Welfare,4,4,2.500000
6212,2045,5.5776408013817,1.538984875,107,Welfare,4,4,2.500000
6213,2050,5.077324023729458,1.5402831723,107,Welfare,4,4,2.500000
6214,2055,4.6064668190625,1.5265583754,107,Welfare,4,4,2.500000
6215,2060,4.010902178992731,1.5144678157,107,Welfare,4,4,2.500000
6216,2065,3.525431551165809,1.5053895776,107,Welfare,4,4,2.500000
6217,2070,3.128590663218859,1.4978492416,107,Welfare,4,4,2.500000
6218,2075,2.7589734088625004,1.4912590079,107,Welfare,4,4,2.500000
6219,2080,2.39133985250585,1.4853769864,107,Welfare,4,4,2.500000
6220,2085,2.0317623385941905,1.4799365052,107,Welfare,4,4,2.500000
6221,2090,1.6627299581494102,1.4746672674,107,Welfare,4,4,2.500000
6222,2095,1.2888681284857304,1.4693851534,107,Welfare,4,4,2.500000
6223,2100,0.9578655177097002,1.4638932963,107,Welfare,4,4,2.500000
6224,2105,0.6254535690768503,1.4580385825,107,Welfare,4,4,2.500000
6225,2110,0.31764257415742014,1.451872792,107,Welfare,4,4,2.500000
6226,2115,0.022943413507039982,1.4453131938,107,Welfare,4,4,2.500000
6227,2120,-0.24480274952783987,1.4383638751,107,Welfare,4,4,2.500000
6228,2125,-0.47939975100565024,1.4310032605,107,Welfare,4,4,2.500000
6229,2130,-0.6761282893960598,1.4232641271,107,Welfare,4,4,2.500000
6230,2135,-0.77331522146538,1.4152136422,107,Welfare,4,4,2.500000
6231,2140,-0.8348350924739201,1.4069424885,107,Welfare,4,4,2.500000
6232,2145,-0.8746332118855801,1.3987823423,107,Welfare,4,4,2.500000
6233,2150,-0.8934968435960101,1.390839106,107,Welfare,4,4,2.500000
6234,2155,-0.87501335760896,1.3831321692,107,Welfare,4,4,2.500000
6235,2160,-0.84577164770619,1.3756766714,107,Welfare,4,4,2.500000
6236,2165,-0.8084254151883,1.3685618562,107,Welfare,4,4,2.500000
6237,2170,-0.7662583455714099,1.3617870941,107,Welfare,4,4,2.500000
6238,2175,-0.7211035355183301,1.355335509,107,Welfare,4,4,2.500000
6239,2180,-0.6740357072667701,1.3491836125,107,Welfare,4,4,2.500000
6240,2185,-0.62563348452693,1.3433071702,107,Welfare,4,4,2.500000
6241,2190,-0.57629499292741,1.3376836351,107,Welfare,4,4,2.500000
6242,2195,-0.5244857656069102,1.3322932075,107,Welfare,4,4,2.500000
6243,2200,-0.44794390409347007,1.3271186924,107,Welfare,4,4,2.500000
6244,2205,-0.34988874644009005,1.3221524086,107,Welfare,4,4,2.500000
6245,2210,-0.26052952769937004,1.31747875,107,Welfare,4,4,2.500000
6246,2215,-0.17635179894017994,1.3131782262,107,Welfare,4,4,2.500000
6247,2220,-0.09555813115374001,1.309205729,107,Welfare,4,4,2.500000
6248,2225,-0.02047470969838997,1.305517802,107,Welfare,4,4,2.500000
6249,2230,0.04937138776319996,1.3020852477,107,Welfare,4,4,2.500000
6250,2235,0.11549423313580004,1.2988755878,107,Welfare,4,4,2.500000
6251,2240,0.17928202435915,1.2958607684,107,Welfare,4,4,2.500000
6252,2245,0.24175817238812983,1.2930216412,107,Welfare,4,4,2.500000
6253,2250,0.3050450025431199,1.2903470518,107,Welfare,4,4,2.500000
6254,2255,0.3705160974732902,1.2878314431,107,Welfare,4,4,2.500000
6255,2260,0.44020320282329006,1.2854785225,107,Welfare,4,4,2.500000
6256,2265,0.5168244733048001,1.2832982393,107,Welfare,4,4,2.500000
6257,2270,0.60488206255048,1.2813087084,107,Welfare,4,4,2.500000
6258,2275,0.7113425851378696,1.2795389377,107,Welfare,4,4,2.500000
6259,2280,0.84822028973905,1.2780359188,107,Welfare,4,4,2.500000
6260,2285,1.04756137719809,1.2768746406,107,Welfare,4,4,2.500000
6261,2290,1.7371495074351702,1.2761783117,107,Welfare,4,4,2.500000
6262,2295,2.0053487328431094,1.276199274,107,Welfare,4,4,2.500000
6263,2300,2.0196077805342,1.2789195443,107,Welfare,4,4,2.500000
6264,2015,35.033110808896005,0.85,108,Inequality,2,5,2.500000
6265,2020,37.611531612612,1.1181170528,108,Inequality,2,5,2.500000
6266,2025,32.79189138912772,1.2613165941,108,Inequality,2,5,2.500000
6267,2030,26.239008866619404,1.3788728149,108,Inequality,2,5,2.500000
6268,2035,18.367479539489693,1.4679321913,108,Inequality,2,5,2.500000
6269,2040,10.980068036674906,1.52750231,108,Inequality,2,5,2.500000
6270,2045,5.840078330582801,1.5567414115,108,Inequality,2,5,2.500000
6271,2050,6.0938493879082,1.5597830766,108,Inequality,2,5,2.500000
6272,2055,6.332171163153599,1.5463877994,108,Inequality,2,5,2.500000
6273,2060,6.355352064573203,1.537290331,108,Inequality,2,5,2.500000
6274,2065,6.53664333502219,1.5341155797,108,Inequality,2,5,2.500000
6275,2070,6.629564846662881,1.5348672914,108,Inequality,2,5,2.500000
6276,2075,6.6041495438187585,1.5389131542,108,Inequality,2,5,2.500000
6277,2080,6.428478553878679,1.5452725531,108,Inequality,2,5,2.500000
6278,2085,6.1049303425252015,1.5530257865,108,Inequality,2,5,2.500000
6279,2090,5.631285482452109,1.5613007533,108,Inequality,2,5,2.500000
6280,2095,5.02000695170683,1.5693456646,108,Inequality,2,5,2.500000
6281,2100,4.30224573187357,1.5764858951,108,Inequality,2,5,2.500000
6282,2105,3.495111311147909,1.5821464384,108,Inequality,2,5,2.500000
6283,2110,2.645640545396869,1.5859042478,108,Inequality,2,5,2.500000
6284,2115,1.77458437522218,1.5874274744,108,Inequality,2,5,2.500000
6285,2120,0.9208651265138,1.5865648928,108,Inequality,2,5,2.500000
6286,2125,0.1271213358813195,1.5832518463,108,Inequality,2,5,2.500000
6287,2130,-0.58734450728682,1.5775587529,108,Inequality,2,5,2.500000
6288,2135,-0.9515485548003995,1.5697086193,108,Inequality,2,5,2.500000
6289,2140,-1.1823963273297005,1.5599906489,108,Inequality,2,5,2.500000
6290,2145,-1.3617488005711003,1.5496806362,108,Inequality,2,5,2.500000
6291,2150,-1.4951325716670594,1.5393222887,108,Inequality,2,5,2.500000
6292,2155,-1.589027073530891,1.5290223218,108,Inequality,2,5,2.500000
6293,2160,-1.6493061116512,1.5188276475,108,Inequality,2,5,2.500000
6294,2165,-1.67964944403141,1.5087813097,108,Inequality,2,5,2.500000
6295,2170,-1.6850895350743003,1.4989248572,108,Inequality,2,5,2.500000
6296,2175,-1.6676793057870996,1.4893006507,108,Inequality,2,5,2.500000
6297,2180,-1.623086283736,1.4799428649,108,Inequality,2,5,2.500000
6298,2185,-1.5537387380747,1.4708852916,108,Inequality,2,5,2.500000
6299,2190,-1.4658581523657999,1.4621851664,108,Inequality,2,5,2.500000
6300,2195,-1.3619605109765003,1.4538979489,108,Inequality,2,5,2.500000
6301,2200,-1.0831473864805998,1.4460581215,108,Inequality,2,5,2.500000
6302,2205,-0.7126722034669201,1.4386916839,108,Inequality,2,5,2.500000
6303,2210,-0.3734114242300001,1.4324424214,108,Inequality,2,5,2.500000
6304,2215,-0.057830433473199994,1.4276847936,108,Inequality,2,5,2.500000
6305,2220,0.23484326681900008,1.4242559883,108,Inequality,2,5,2.500000
6306,2225,0.4994671852663998,1.4219709359,108,Inequality,2,5,2.500000
6307,2230,0.7387675451706999,1.4206753766,108,Inequality,2,5,2.500000
6308,2235,0.9578755552986001,1.4202196549,108,Inequality,2,5,2.500000
6309,2240,1.1591261964656208,1.4204791731,108,Inequality,2,5,2.500000
6310,2245,1.3464571782130321,1.4213616541,108,Inequality,2,5,2.500000
6311,2250,1.5262299338846506,1.4227928949,108,Inequality,2,5,2.500000
6312,2255,1.7018875730882201,1.4247186236,108,Inequality,2,5,2.500000
6313,2260,1.8756288198932698,1.4271125735,108,Inequality,2,5,2.500000
6314,2265,2.0588421330768285,1.4299644009,108,Inequality,2,5,2.500000
6315,2270,2.2579837818534596,1.4332722951,108,Inequality,2,5,2.500000
6316,2275,2.4974319054898504,1.4370774861,108,Inequality,2,5,2.500000
6317,2280,2.7988300906009504,1.4414475257,108,Inequality,2,5,2.500000
6318,2285,3.2278189874683796,1.4465413861,108,Inequality,2,5,2.500000
6319,2290,4.55131126361877,1.4526020374,108,Inequality,2,5,2.500000
6320,2295,5.07695507401605,1.4601182438,108,Inequality,2,5,2.500000
6321,2300,5.0522349021225414,1.4725110523,108,Inequality,2,5,2.500000
6322,2015,34.94380344704401,0.85,109,Welfare,4,6,2.500000
6323,2020,36.735460855845,1.1181170528,109,Welfare,4,6,2.500000
6324,2025,31.1915521974099,1.2609830464,109,Welfare,4,6,2.500000
6325,2030,24.201936254112198,1.3753482693,109,Welfare,4,6,2.500000
6326,2035,16.517660244165,1.4585746714,109,Welfare,4,6,2.500000
6327,2040,9.749074033812398,1.5108919295,109,Welfare,4,6,2.500000
6328,2045,5.1826432362379995,1.5337392628,109,Welfare,4,6,2.500000
6329,2050,4.65338108317779,1.5328450033,109,Welfare,4,6,2.500000
6330,2055,4.191333244666531,1.5178109205,109,Welfare,4,6,2.500000
6331,2060,3.6553916335695797,1.5044396468,109,Welfare,4,6,2.500000
6332,2065,3.2413066620272173,1.4941022559,109,Welfare,4,6,2.500000
6333,2070,2.9178593915747597,1.4855120556,109,Welfare,4,6,2.500000
6334,2075,2.6233589801250403,1.4781441489,109,Welfare,4,6,2.500000
6335,2080,2.32892957077724,1.4717597067,109,Welfare,4,6,2.500000
6336,2085,2.03585637607187,1.4660869911,109,Welfare,4,6,2.500000
6337,2090,1.72717282516613,1.4608390162,109,Welfare,4,6,2.500000
6338,2095,1.40663677354553,1.4557987748,109,Welfare,4,6,2.500000
6339,2100,1.1203635661997802,1.4507394716,109,Welfare,4,6,2.500000
6340,2105,0.82469279642006,1.4454780469,109,Welfare,4,6,2.500000
6341,2110,0.5454137548179501,1.4400329643,109,Welfare,4,6,2.500000
6342,2115,0.27134586052837983,1.4342910084,109,Welfare,4,6,2.500000
6343,2120,0.016359733612829754,1.4282268182,109,Welfare,4,6,2.500000
6344,2125,-0.2121343669367399,1.4217912912,109,Welfare,4,6,2.500000
6345,2130,-0.40813912401148017,1.4149906289,109,Welfare,4,6,2.500000
6346,2135,-0.5027141222355831,1.4078704552,109,Welfare,4,6,2.500000
6347,2140,-0.5636726855691501,1.4005053817,109,Welfare,4,6,2.500000
6348,2145,-0.6057471815059099,1.3932395613,109,Welfare,4,6,2.500000
6349,2150,-0.6293125923336801,1.3861775169,109,Welfare,4,6,2.500000
6350,2155,-0.6147728164437599,1.3793308458,109,Welfare,4,6,2.500000
6351,2160,-0.5912665297169101,1.3727073875,109,Welfare,4,6,2.500000
6352,2165,-0.5610202001625698,1.3664015475,109,Welfare,4,6,2.500000
6353,2170,-0.5270327814564201,1.3604087484,109,Welfare,4,6,2.500000
6354,2175,-0.49051535370520005,1.3547082301,109,Welfare,4,6,2.500000
6355,2180,-0.45188802402188,1.3492737202,109,Welfare,4,6,2.500000
6356,2185,-0.41112626424746,1.344080697,109,Welfare,4,6,2.500000
6357,2190,-0.3681492715051101,1.3391089873,109,Welfare,4,6,2.500000
6358,2195,-0.3205994338668,1.3343434928,109,Welfare,4,6,2.500000
6359,2200,-0.23939172770000003,1.3297734163,109,Welfare,4,6,2.500000
6360,2205,-0.13462820407264006,1.325400419,109,Welfare,4,6,2.500000
6361,2210,-0.036797984825970104,1.3213450195,109,Welfare,4,6,2.500000
6362,2215,0.05798967842272983,1.317697932,109,Welfare,4,6,2.500000
6363,2220,0.15163827840839,1.3144190313,109,Welfare,4,6,2.500000
6364,2225,0.24114722550694007,1.3114710689,109,Welfare,4,6,2.500000
6365,2230,0.3268357675064101,1.3088319506,109,Welfare,4,6,2.500000
6366,2235,0.41044603084401987,1.3064738354,109,Welfare,4,6,2.500000
6367,2240,0.49365783528355994,1.3043725121,109,Welfare,4,6,2.500000
6368,2245,0.57776618099081,1.3025136709,109,Welfare,4,6,2.500000
6369,2250,0.6656957987371998,1.3008923702,109,Welfare,4,6,2.500000
6370,2255,0.7594327127687897,1.2995104628,109,Welfare,4,6,2.500000
6371,2260,0.86207342638929,1.2983822433,109,Welfare,4,6,2.500000
6372,2265,0.9780146916349601,1.2975307381,109,Welfare,4,6,2.500000
6373,2270,1.1144757630565403,1.2969911728,109,Welfare,4,6,2.500000
6374,2275,1.2826287652576494,1.2968161374,109,Welfare,4,6,2.500000
6375,2280,1.5011842614377202,1.2970867458,109,Welfare,4,6,2.500000
6376,2285,1.8175932735083504,1.2979284337,109,Welfare,4,6,2.500000
6377,2290,2.6804245481838103,1.2995407083,109,Welfare,4,6,2.500000
6378,2295,2.9282113518018806,1.3023117478,109,Welfare,4,6,2.500000
6379,2300,2.9124203917087508,1.3084257071,109,Welfare,4,6,2.500000
6380,2015,34.942094457051,0.85,110,Compromise,1,5,2.500000
6381,2020,34.980578784744004,1.1181170528,110,Compromise,1,5,2.500000
6382,2025,28.9902193884301,1.2609766632,110,Compromise,1,5,2.500000
6383,2030,22.3887906678308,1.3689687179,110,Compromise,1,5,2.500000
6384,2035,15.135638104682798,1.4439737572,110,Compromise,1,5,2.500000
6385,2040,7.4999904393752,1.4898430333,110,Compromise,1,5,2.500000
6386,2045,1.6429236159796,1.5082703113,110,Compromise,1,5,2.500000
6387,2050,1.8593494250901998,1.5000529633,110,Compromise,1,5,2.500000
6388,2055,2.071062513205989,1.4725994736,110,Compromise,1,5,2.500000
6389,2060,2.0965274413371504,1.4492529764,110,Compromise,1,5,2.500000
6390,2065,2.0894377594071627,1.4320782677,110,Compromise,1,5,2.500000
6391,2070,2.030825885793629,1.4191507032,110,Compromise,1,5,2.500000
6392,2075,1.9135317588628595,1.4090886267,110,Compromise,1,5,2.500000
6393,2080,1.73817493796471,1.4009291939,110,Compromise,1,5,2.500000
6394,2085,1.5152866319128004,1.3939744893,110,Compromise,1,5,2.500000
6395,2090,1.25775901448977,1.3876964456,110,Compromise,1,5,2.500000
6396,2095,1.0081937931189995,1.3817046714,110,Compromise,1,5,2.500000
6397,2100,0.7616124931014299,1.3757186544,110,Compromise,1,5,2.500000
6398,2105,0.5247405437753699,1.3696590158,110,Compromise,1,5,2.500000
6399,2110,0.3092962128797101,1.3634603398,110,Compromise,1,5,2.500000
6400,2115,0.12462252217883003,1.3570862008,110,Compromise,1,5,2.500000
6401,2120,-0.02876416921742001,1.3505515134,110,Compromise,1,5,2.500000
6402,2125,-0.14982283204923996,1.3439150447,110,Compromise,1,5,2.500000
6403,2130,-0.23838524454963994,1.3372424755,110,Compromise,1,5,2.500000
6404,2135,-0.30478564221004,1.3306041734,110,Compromise,1,5,2.500000
6405,2140,-0.3491613213408399,1.3240728206,110,Compromise,1,5,2.500000
6406,2145,-0.37803311912237986,1.3176825388,110,Compromise,1,5,2.500000
6407,2150,-0.39558313378885,1.3114661369,110,Compromise,1,5,2.500000
6408,2155,-0.4027132225666401,1.3054356714,110,Compromise,1,5,2.500000
6409,2160,-0.39934336857284997,1.2995894894,110,Compromise,1,5,2.500000
6410,2165,-0.38494812002633993,1.2939266354,110,Compromise,1,5,2.500000
6411,2170,-0.3591295734859601,1.2884519854,110,Compromise,1,5,2.500000
6412,2175,-0.3217358417831931,1.2831775011,110,Compromise,1,5,2.500000
6413,2180,-0.27361076847139,1.2781207922,110,Compromise,1,5,2.500000
6414,2185,-0.21682695878487002,1.2733031604,110,Compromise,1,5,2.500000
6415,2190,-0.15361397237771998,1.2687448706,110,Compromise,1,5,2.500000
6416,2195,-0.08625620248711996,1.2644594822,110,Compromise,1,5,2.500000
6417,2200,-0.016374797216688993,1.2604527749,110,Compromise,1,5,2.500000
6418,2205,0.06405140805487997,1.2567227731,110,Compromise,1,5,2.500000
6419,2210,0.13845144626784003,1.2532626969,110,Compromise,1,5,2.500000
6420,2215,0.20644443946448987,1.2501004428,110,Compromise,1,5,2.500000
6421,2220,0.26836914324868993,1.2472017444,110,Compromise,1,5,2.500000
6422,2225,0.3243522140940599,1.2445256448,110,Compromise,1,5,2.500000
6423,2230,0.37481387572299,1.2420363656,110,Compromise,1,5,2.500000
6424,2235,0.4204735902305201,1.2397027992,110,Compromise,1,5,2.500000
6425,2240,0.46212171808717983,1.2374984857,110,Compromise,1,5,2.500000
6426,2245,0.5007227120012541,1.2354020379,110,Compromise,1,5,2.500000
6427,2250,0.5375695846318699,1.2333968876,110,Compromise,1,5,2.500000
6428,2255,0.57337065041804,1.2314715101,110,Compromise,1,5,2.500000
6429,2260,0.6097519664936921,1.2296204366,110,Compromise,1,5,2.500000
6430,2265,0.64874579539319,1.2278416427,110,Compromise,1,5,2.500000
6431,2270,0.6933403923199672,1.226139788,110,Compromise,1,5,2.500000
6432,2275,0.7475437812612699,1.2245280452,110,Compromise,1,5,2.500000
6433,2280,0.8157119011150997,1.2230318381,110,Compromise,1,5,2.500000
6434,2285,0.8951789670923498,1.2216929137,110,Compromise,1,5,2.500000
6435,2290,1.2144721465057902,1.2205704963,110,Compromise,1,5,2.500000
6436,2295,1.4108682220386097,1.2197118438,110,Compromise,1,5,2.500000
6437,2300,1.4271833366354398,1.2200969232,110,Compromise,1,5,2.500000
6438,2015,35.033110808896005,0.85,111,Temperature,2,6,2.500000
6439,2020,37.611531612612,1.1181170528,111,Temperature,2,6,2.500000
6440,2025,32.478550152424894,1.2613165941,111,Temperature,2,6,2.500000
6441,2030,25.38405963392679,1.3788728149,111,Temperature,2,6,2.500000
6442,2035,17.053018074697697,1.4668210213,111,Temperature,2,6,2.500000
6443,2040,8.194518738947497,1.5233227901,111,Temperature,2,6,2.500000
6444,2045,0.56223238641458,1.5478216226,111,Temperature,2,6,2.500000
6445,2050,0.48521062228778,1.5409233379,111,Temperature,2,6,2.500000
6446,2055,0.44774112313236003,1.508298733,111,Temperature,2,6,2.500000
6447,2060,0.060210393532558026,1.4784110783,111,Temperature,2,6,2.500000
6448,2065,-0.38964426791662,1.454242158,111,Temperature,2,6,2.500000
6449,2070,-0.9173385233200297,1.4332392457,111,Temperature,2,6,2.500000
6450,2075,-1.4937071805882196,1.4137268331,111,Temperature,2,6,2.500000
6451,2080,-1.9348714127505597,1.3945690845,111,Temperature,2,6,2.500000
6452,2085,-2.39938990976456,1.3750716426,111,Temperature,2,6,2.500000
6453,2090,-2.8849809596667804,1.3554391696,111,Temperature,2,6,2.500000
6454,2095,-3.38438180871142,1.335427826,111,Temperature,2,6,2.500000
6455,2100,-3.8932415862746397,1.3147631675,111,Temperature,2,6,2.500000
6456,2105,-4.4123165514883596,1.2932258892,111,Temperature,2,6,2.500000
6457,2110,-4.9330694670452795,1.2706423935,111,Temperature,2,6,2.500000
6458,2115,-5.44481440546876,1.2468545449,111,Temperature,2,6,2.500000
6459,2120,-5.934785418065818,1.2217485432,111,Temperature,2,6,2.500000
6460,2125,-6.389463253131599,1.1952646904,111,Temperature,2,6,2.500000
6461,2130,-6.7953967443196,1.1674044721,111,Temperature,2,6,2.500000
6462,2135,-7.141223097003698,1.1382328194,111,Temperature,2,6,2.500000
6463,2140,-7.418799494374001,1.107877322,111,Temperature,2,6,2.500000
6464,2145,-7.624820895582203,1.0765194249,111,Temperature,2,6,2.500000
6465,2150,-7.760693543061,1.0443804575,111,Temperature,2,6,2.500000
6466,2155,-7.832245777833502,1.0117005436,111,Temperature,2,6,2.500000
6467,2160,-7.8477650254295,0.97871738668,111,Temperature,2,6,2.500000
6468,2165,-7.816213187330999,0.94564634997,111,Temperature,2,6,2.500000
6469,2170,-7.7456474731679,0.91266917284,111,Temperature,2,6,2.500000
6470,2175,-7.641875154947099,0.87993136315,111,Temperature,2,6,2.500000
6471,2180,-7.5086097226213,0.84754716423,111,Temperature,2,6,2.500000
6472,2185,-7.347583810664601,0.81561089593,111,Temperature,2,6,2.500000
6473,2190,-7.159656603616701,0.78420767161,111,Temperature,2,6,2.500000
6474,2195,-6.945309502242701,0.75342294604,111,Temperature,2,6,2.500000
6475,2200,-6.705540057018301,0.72334644416,111,Temperature,2,6,2.500000
6476,2205,-6.260324536916969,0.69407300812,111,Temperature,2,6,2.500000
6477,2210,-5.85345834165886,0.66569899425,111,Temperature,2,6,2.500000
6478,2215,-5.480871427101291,0.63919867019,111,Temperature,2,6,2.500000
6479,2220,-5.138922727944738,0.61444730646,111,Temperature,2,6,2.500000
6480,2225,-4.824228934037511,0.59119077192,111,Temperature,2,6,2.500000
6481,2230,-4.53377414734026,0.56921264752,111,Temperature,2,6,2.500000
6482,2235,-4.26494467843549,0.54834509522,111,Temperature,2,6,2.500000
6483,2240,-4.01550763894015,0.52845667807,111,Temperature,2,6,2.500000
6484,2245,-3.7835630064187393,0.50944134292,111,Temperature,2,6,2.500000
6485,2250,-3.567490945601249,0.49121104311,111,Temperature,2,6,2.500000
6486,2255,-3.3487563362412702,0.47369102994,111,Temperature,2,6,2.500000
6487,2260,-2.33230037421609,0.45681678397,111,Temperature,2,6,2.500000
6488,2265,-1.01053048158222,0.44061944376,111,Temperature,2,6,2.500000
6489,2270,0.37058488516337673,0.42920823877,111,Temperature,2,6,2.500000
6490,2275,1.8718844522380198,0.42448383281,111,Temperature,2,6,2.500000
6491,2280,3.6246254708937715,0.42660182464,111,Temperature,2,6,2.500000
6492,2285,6.0100187073785385,0.43580789126,111,Temperature,2,6,2.500000
6493,2290,11.207395126331198,0.45304996173,111,Temperature,2,6,2.500000
6494,2295,10.715660202105902,0.4811968771,111,Temperature,2,6,2.500000
6495,2300,10.1180424943353,0.53372022125,111,Temperature,2,6,2.500000
6496,2015,34.94380344704401,0.85,112,Inequality,4,3,2.500000
6497,2020,36.735460855845,1.1181170528,112,Inequality,4,3,2.500000
6498,2025,31.48226623381519,1.2609830464,112,Inequality,4,3,2.500000
6499,2030,24.955547101176897,1.3753482693,112,Inequality,4,3,2.500000
6500,2035,17.320503844491903,1.4596087635,112,Inequality,4,3,2.500000
6501,2040,10.137312989859698,1.5146468292,112,Inequality,4,3,2.500000
6502,2045,5.015475161709701,1.5404394073,112,Inequality,4,3,2.500000
6503,2050,5.015982506387402,1.5409138223,112,Inequality,4,3,2.500000
6504,2055,4.989252354850601,1.5250435376,112,Inequality,4,3,2.500000
6505,2060,4.768728289229107,1.5125675487,112,Inequality,4,3,2.500000
6506,2065,4.687088050282782,1.5049917293,112,Inequality,4,3,2.500000
6507,2070,4.55037232170867,1.5004511163,112,Inequality,4,3,2.500000
6508,2075,4.356065461121421,1.4983184002,112,Inequality,4,3,2.500000
6509,2080,4.099216273024741,1.4977672521,112,Inequality,4,3,2.500000
6510,2085,3.79691856059489,1.498133512,112,Inequality,4,3,2.500000
6511,2090,3.4540584510534798,1.4988868528,112,Inequality,4,3,2.500000
6512,2095,3.0833535525109896,1.4996561346,112,Inequality,4,3,2.500000
6513,2100,2.7025663867238507,1.5001536072,112,Inequality,4,3,2.500000
6514,2105,2.313728940796769,1.5001741541,112,Inequality,4,3,2.500000
6515,2110,1.93468979563806,1.4996027702,112,Inequality,4,3,2.500000
6516,2115,1.5780226439169498,1.498349036,112,Inequality,4,3,2.500000
6517,2120,1.2513005444746101,1.496394363,112,Inequality,4,3,2.500000
6518,2125,0.9672120766454197,1.4937759214,112,Inequality,4,3,2.500000
6519,2130,0.7295991948596298,1.4905631201,112,Inequality,4,3,2.500000
6520,2135,0.6169853397789493,1.4868732119,112,Inequality,4,3,2.500000
6521,2140,0.5508356740792096,1.4828395855,112,Inequality,4,3,2.500000
6522,2145,0.5020242636897798,1.4788892367,112,Inequality,4,3,2.500000
6523,2150,0.46646061426147,1.4751744154,112,Inequality,4,3,2.500000
6524,2155,0.4406116110111062,1.4716949789,112,Inequality,4,3,2.500000
6525,2160,0.42183628976534016,1.4684277266,112,Inequality,4,3,2.500000
6526,2165,0.4088741851702003,1.4653478056,112,Inequality,4,3,2.500000
6527,2170,0.3994778299903003,1.4624315848,112,Inequality,4,3,2.500000
6528,2175,0.39370681400699975,1.45965937,112,Inequality,4,3,2.500000
6529,2180,0.3967906462063004,1.4570098414,112,Inequality,4,3,2.500000
6530,2185,0.40690394902720006,1.4544668731,112,Inequality,4,3,2.500000
6531,2190,0.41980642575750027,1.452039127,112,Inequality,4,3,2.500000
6532,2195,0.43513209985529977,1.4497335744,112,Inequality,4,3,2.500000
6533,2200,0.4784790493396098,1.4475420816,112,Inequality,4,3,2.500000
6534,2205,0.5603436641295498,1.4454555087,112,Inequality,4,3,2.500000
6535,2210,0.6356544548974002,1.4435656227,112,Inequality,4,3,2.500000
6536,2215,0.7074171405204499,1.442014572,112,Inequality,4,3,2.500000
6537,2220,0.77603912876902,1.4407697403,112,Inequality,4,3,2.500000
6538,2225,0.8381103626181402,1.4397900341,112,Inequality,4,3,2.500000
6539,2230,0.8938174259909599,1.4390427935,112,Inequality,4,3,2.500000
6540,2235,0.94600322086747,1.4384888291,112,Inequality,4,3,2.500000
6541,2240,0.9948404667535897,1.4380930549,112,Inequality,4,3,2.500000
6542,2245,1.041420494066962,1.4378351514,112,Inequality,4,3,2.500000
6543,2250,1.0878517658555298,1.4376990458,112,Inequality,4,3,2.500000
6544,2255,1.1352105313366903,1.437674205,112,Inequality,4,3,2.500000
6545,2260,1.1813263793178594,1.4377593309,112,Inequality,4,3,2.500000
6546,2265,1.2342482198356324,1.4379582744,112,Inequality,4,3,2.500000
6547,2270,1.2910795576226797,1.4382666195,112,Inequality,4,3,2.500000
6548,2275,1.35768698748229,1.438710023,112,Inequality,4,3,2.500000
6549,2280,1.4367987315832396,1.4393055306,112,Inequality,4,3,2.500000
6550,2285,1.5300389186934198,1.4400903875,112,Inequality,4,3,2.500000
6551,2290,2.166855219117179,1.4411131643,112,Inequality,4,3,2.500000
6552,2295,2.5679728339863,1.4424275288,112,Inequality,4,3,2.500000
6553,2300,2.6089206994342002,1.446127652,112,Inequality,4,3,2.500000
