"t","year","policy","baseline","impacts","cooperation","disnt","prstp","emi_ind","gmt_increase","cum_co2_emi","emi_tot","forcing"
1,2015,"CBA","ssp1","BHM-SR","coop-pop",0,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SR","coop-pop",0,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SR","coop-pop",0.5,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SR","coop-pop",0.5,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SR","coop-pop",0.5,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SR","coop-pop",1.45,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SR","coop-pop",1.45,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SR","coop-pop",1.45,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SR","coop-pop",2,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SR","coop-pop",2,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SR","coop-pop",2,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SR","noncoop-pop",NA,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SR","noncoop-pop",NA,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SR","noncoop-pop",NA,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SRdiff","coop-pop",0,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SRdiff","coop-pop",0,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SRdiff","coop-pop",0,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SRdiff","coop-pop",0.5,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SRdiff","coop-pop",0.5,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SRdiff","coop-pop",0.5,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SRdiff","coop-pop",1.45,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SRdiff","coop-pop",1.45,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SRdiff","coop-pop",1.45,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SRdiff","coop-pop",2,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SRdiff","coop-pop",2,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SRdiff","coop-pop",2,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SRdiff","noncoop-pop",NA,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SRdiff","noncoop-pop",NA,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","BHM-SRdiff","noncoop-pop",NA,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","DJO","coop-pop",0,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","DJO","coop-pop",0,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","DJO","coop-pop",0,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","DJO","coop-pop",0.5,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","DJO","coop-pop",0.5,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","DJO","coop-pop",0.5,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","DJO","coop-pop",1.45,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","DJO","coop-pop",1.45,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","DJO","coop-pop",1.45,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","DJO","coop-pop",2,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","DJO","coop-pop",2,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","DJO","coop-pop",2,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","DJO","noncoop-pop",NA,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","DJO","noncoop-pop",NA,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","DJO","noncoop-pop",NA,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","KAHN","coop-pop",0,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","KAHN","coop-pop",0,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","KAHN","coop-pop",0,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","KAHN","coop-pop",0.5,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","KAHN","coop-pop",0.5,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","KAHN","coop-pop",0.5,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","KAHN","coop-pop",1.45,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","KAHN","coop-pop",1.45,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","KAHN","coop-pop",1.45,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","KAHN","coop-pop",2,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","KAHN","coop-pop",2,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","KAHN","coop-pop",2,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","KAHN","noncoop-pop",NA,0.001,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","KAHN","noncoop-pop",NA,0.015,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp1","KAHN","noncoop-pop",NA,0.03,34.9420944578594,0.85,0,37.9587911190484,2.40826608201559
1,2015,"CBA","ssp2","BHM-LR","coop-pop",0,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LR","coop-pop",0,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LR","coop-pop",0,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LR","coop-pop",0.5,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LR","coop-pop",0.5,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LR","coop-pop",0.5,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LR","coop-pop",1.45,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LR","coop-pop",1.45,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LR","coop-pop",1.45,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LR","coop-pop",2,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LR","coop-pop",2,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LR","coop-pop",2,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LR","noncoop-pop",NA,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LR","noncoop-pop",NA,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LR","noncoop-pop",NA,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LRdiff","coop-pop",0,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LRdiff","coop-pop",0,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LRdiff","coop-pop",0,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LRdiff","coop-pop",0.5,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LRdiff","coop-pop",0.5,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LRdiff","coop-pop",0.5,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LRdiff","coop-pop",1.45,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LRdiff","coop-pop",1.45,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LRdiff","coop-pop",1.45,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LRdiff","coop-pop",2,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LRdiff","coop-pop",2,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LRdiff","coop-pop",2,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LRdiff","noncoop-pop",NA,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LRdiff","noncoop-pop",NA,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-LRdiff","noncoop-pop",NA,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SR","coop-pop",0,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SR","coop-pop",0,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SR","coop-pop",0,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SR","coop-pop",0.5,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SR","coop-pop",0.5,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SR","coop-pop",0.5,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SR","coop-pop",1.45,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SR","coop-pop",1.45,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SR","coop-pop",1.45,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SR","coop-pop",2,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SR","coop-pop",2,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SR","coop-pop",2,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SR","noncoop-pop",NA,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SR","noncoop-pop",NA,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SR","noncoop-pop",NA,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SRdiff","coop-pop",0,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SRdiff","coop-pop",0,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SRdiff","coop-pop",0,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SRdiff","coop-pop",0.5,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SRdiff","coop-pop",0.5,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SRdiff","coop-pop",0.5,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SRdiff","coop-pop",1.45,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SRdiff","coop-pop",1.45,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SRdiff","coop-pop",1.45,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SRdiff","coop-pop",2,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SRdiff","coop-pop",2,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SRdiff","coop-pop",2,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SRdiff","noncoop-pop",NA,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SRdiff","noncoop-pop",NA,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","BHM-SRdiff","noncoop-pop",NA,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","DJO","coop-pop",0,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","DJO","coop-pop",0,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","DJO","coop-pop",0.5,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","DJO","coop-pop",0.5,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","DJO","coop-pop",0.5,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","DJO","coop-pop",1.45,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","DJO","coop-pop",1.45,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","DJO","coop-pop",1.45,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","DJO","coop-pop",2,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","DJO","coop-pop",2,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","DJO","coop-pop",2,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","DJO","noncoop-pop",NA,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","DJO","noncoop-pop",NA,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","DJO","noncoop-pop",NA,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","KAHN","coop-pop",0,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","KAHN","coop-pop",0,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","KAHN","coop-pop",0,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","KAHN","coop-pop",0.5,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","KAHN","coop-pop",0.5,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","KAHN","coop-pop",0.5,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","KAHN","coop-pop",1.45,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","KAHN","coop-pop",1.45,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","KAHN","coop-pop",1.45,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","KAHN","coop-pop",2,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","KAHN","coop-pop",2,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","KAHN","coop-pop",2,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","KAHN","noncoop-pop",NA,0.001,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","KAHN","noncoop-pop",NA,0.015,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp2","KAHN","noncoop-pop",NA,0.03,35.0331107941942,0.85,0,38.0498074553832,2.40826608201559
1,2015,"CBA","ssp3","BHM-LR","coop-pop",0,0.001,35.0232221515744,0.85,0,38.0399188127634,2.40826608201559
