"t","year","policy","baseline","impacts","cooperation","disnt","prstp","emi_ind","gmt_increase","cum_co2_emi","emi_tot","forcing"
22,2120,"CBA","ssp1","BHM-LR","coop-pop",0.5,0.03,-0.611968164473138,1.78674064528392,1112.21311056523,-1.70504242985743,2.61630414809663
22,2120,"CBA","ssp1","BHM-LR","coop-pop",1.45,0.001,-1.45207139628765,1.47812630851912,694.457395858395,-2.54514566167194,2.12031918101776
22,2120,"CBA","ssp1","BHM-LR","coop-pop",1.45,0.015,-1.41702706180981,1.54841237699863,786.922206028161,-2.5101013271941,2.23054857940275
22,2120,"CBA","ssp1","BHM-LR","coop-pop",1.45,0.03,-0.568521708853909,1.76075753251745,1075.29740682865,-1.6615959742382,2.57650970341086
22,2120,"CBA","ssp1","BHM-LR","coop-pop",2,0.001,-1.45287885860043,1.48181773597961,699.293930913061,-2.54595312398472,2.12604099112692
22,2120,"CBA","ssp1","BHM-LR","coop-pop",2,0.015,-1.32042622692518,1.55379405404212,794.147868641776,-2.41350049230947,2.24029709763172
22,2120,"CBA","ssp1","BHM-LR","coop-pop",2,0.03,-0.528048797716108,1.7446493956666,1052.59314952836,-1.6211230631004,2.55248684444902
22,2120,"CBA","ssp1","BHM-LR","noncoop-pop",NA,0.001,5.27133528738202,2.25713126616465,1823.15636319136,4.17826102199773,3.41871404826864
22,2120,"CBA","ssp1","BHM-LR","noncoop-pop",NA,0.015,8.12194585099881,2.58782820131514,2371.54150478828,7.02887158561453,3.96139233037144
22,2120,"CBA","ssp1","BHM-LR","noncoop-pop",NA,0.03,10.6267225549461,2.82274049191326,2789.2678063421,9.53364828956182,4.34945408425135
22,2120,"CBA","ssp1","BHM-LRdiff","coop-pop",0,0.001,-1.2917490202495,1.48323025707118,701.429458575457,-2.38482328563379,2.13034280001254
22,2120,"CBA","ssp1","BHM-LRdiff","coop-pop",0,0.015,-1.27025761808187,1.54812751081176,786.194872150175,-2.36333188346616,2.23213399978407
22,2120,"CBA","ssp1","BHM-LRdiff","coop-pop",0,0.03,0.480164273111686,1.81462759927675,1153.91655820201,-0.612909992272604,2.67258243614425
22,2120,"CBA","ssp1","BHM-LRdiff","coop-pop",0.5,0.001,-1.29528663515893,1.4797938553581,696.794201731436,-2.38836090054322,2.12507221811192
22,2120,"CBA","ssp1","BHM-LRdiff","coop-pop",0.5,0.015,-1.22845265320768,1.54337932465292,779.985327985002,-2.32152691859197,2.22539611935939
22,2120,"CBA","ssp1","BHM-LRdiff","coop-pop",0.5,0.03,0.206109367232722,1.77648768807801,1099.69814607944,-0.886964898151568,2.60927768201088
22,2120,"CBA","ssp1","BHM-LRdiff","coop-pop",1.45,0.001,-1.21412051464047,1.48318805090297,701.080945030143,-2.30719478002476,2.13178901931377
22,2120,"CBA","ssp1","BHM-LRdiff","coop-pop",1.45,0.015,-0.960660143130083,1.54335059878634,780.583541117881,-2.05373440851437,2.22917243368497
22,2120,"CBA","ssp1","BHM-LRdiff","coop-pop",1.45,0.03,-0.0553750797796531,1.71344867053942,1011.17603804042,-1.14844934516394,2.50844312900291
22,2120,"CBA","ssp1","BHM-LRdiff","coop-pop",2,0.001,-1.10668560799379,1.48758851540494,706.903396756363,-2.19975987337808,2.14023367384587
22,2120,"CBA","ssp1","BHM-LRdiff","coop-pop",2,0.015,-0.845800129994211,1.54373762533898,781.242490074379,-1.9388743953785,2.23140296981023
22,2120,"CBA","ssp1","BHM-LRdiff","coop-pop",2,0.03,-0.122199754894862,1.69189355759465,981.096998526847,-1.21527402027915,2.47277052483719
22,2120,"CBA","ssp1","BHM-LRdiff","noncoop-pop",NA,0.001,5.21009025754226,2.16183066158857,1674.6771773347,4.11701599215798,3.26996167893335
22,2120,"CBA","ssp1","BHM-LRdiff","noncoop-pop",NA,0.015,7.37038286479129,2.46095546475014,2156.93025622477,6.277308599407,3.75674104591597
22,2120,"CBA","ssp1","BHM-LRdiff","noncoop-pop",NA,0.03,9.66655488316144,2.75697060334169,2671.4366368611,8.57348061777715,4.23618849277853
22,2120,"CBA","ssp1","BHM-SR","coop-pop",0,0.001,-1.57018274186142,1.51082633576315,737.23199604664,-2.66325700724571,2.16956898493164
22,2120,"CBA","ssp1","BHM-SR","coop-pop",0,0.015,-1.12328389364743,1.69375312333981,982.145465929028,-2.21635815903172,2.4639649066891
22,2120,"CBA","ssp1","BHM-SR","coop-pop",0,0.03,2.70129406456771,2.07884727815649,1543.57920350003,1.60821979918342,3.11303819001661
22,2120,"CBA","ssp1","BHM-SR","coop-pop",0.5,0.001,-1.56775158527901,1.48344325888453,701.309552170546,-2.6608258506633,2.12705847360226
22,2120,"CBA","ssp1","BHM-SR","coop-pop",0.5,0.015,-1.57174257868277,1.58136044329929,829.625290609406,-2.66481684406706,2.27981926570498
22,2120,"CBA","ssp1","BHM-SR","coop-pop",0.5,0.03,0.150904336448737,1.87603603381559,1240.49918053964,-0.942169928935553,2.76492427463685
22,2120,"CBA","ssp1","BHM-SR","coop-pop",1.45,0.001,-1.56665374796941,1.47689282487673,692.653272648604,-2.65972801335371,2.11691566197211
22,2120,"CBA","ssp1","BHM-SR","coop-pop",1.45,0.015,-1.57157852071163,1.53880999980555,773.692102495617,-2.66465278609592,2.21322463473534
22,2120,"CBA","ssp1","BHM-SR","coop-pop",1.45,0.03,-0.565447200668136,1.72616896747138,1027.60592617722,-1.65852146605243,2.52219812099653
22,2120,"CBA","ssp1","BHM-SR","coop-pop",2,0.001,-1.56664902647513,1.47647015645593,692.106526635371,-2.65972329185942,2.11625123284023
22,2120,"CBA","ssp1","BHM-SR","coop-pop",2,0.015,-1.56554242649509,1.53444563662418,768.089776123427,-2.65861669187938,2.20686443737903
22,2120,"CBA","ssp1","BHM-SR","coop-pop",2,0.03,-0.595067978604616,1.70545216266808,998.657920452543,-1.68814224398891,2.48968357852798
22,2120,"CBA","ssp1","BHM-SR","noncoop-pop",NA,0.001,8.16494975634031,2.47603678603787,2185.71288085421,7.07187549095602,3.7862001986274
22,2120,"CBA","ssp1","BHM-SR","noncoop-pop",NA,0.015,10.265859174,2.74368291659997,2650.73521834045,9.17278490861569,4.21975916400001
22,2120,"CBA","ssp1","BHM-SR","noncoop-pop",NA,0.03,12.4080404585692,2.94743892019028,3024.89974112153,11.3149661931849,4.55502286486699
22,2120,"CBA","ssp1","BHM-SRdiff","coop-pop",0,0.001,0.801821480726608,1.65626961282263,934.590451793851,-0.291252784657682,2.4262679296926
22,2120,"CBA","ssp1","BHM-SRdiff","coop-pop",0,0.015,4.10337695544053,1.93189038230997,1328.71647077955,3.01030269005624,2.89434695430304
22,2120,"CBA","ssp1","BHM-SRdiff","coop-pop",0,0.03,7.87766232230467,2.26700456611503,1844.14282696756,6.78458805692038,3.45719960902941
22,2120,"CBA","ssp1","BHM-SRdiff","coop-pop",0.5,0.001,-1.60261329356879,1.50875429065639,733.840822368916,-2.69568755895308,2.16616423104151
22,2120,"CBA","ssp1","BHM-SRdiff","coop-pop",0.5,0.015,-0.646732782885012,1.64600486006024,918.49518879183,-1.7398070482693,2.39395957255736
22,2120,"CBA","ssp1","BHM-SRdiff","coop-pop",0.5,0.03,2.05545469890742,1.94975366060973,1350.89877384174,0.962380433523128,2.90222786457834
22,2120,"CBA","ssp1","BHM-SRdiff","coop-pop",1.45,0.001,-1.59924180978617,1.47876656926708,695.056061065676,-2.69231607517046,2.11940797138766
22,2120,"CBA","ssp1","BHM-SRdiff","coop-pop",1.45,0.015,-1.60141298002013,1.54378232948767,779.634629317764,-2.69448724540442,2.2211850012656
22,2120,"CBA","ssp1","BHM-SRdiff","coop-pop",1.45,0.03,-0.147359406194942,1.72637650931538,1028.61853587096,-1.24043367157923,2.52741632207319
22,2120,"CBA","ssp1","BHM-SRdiff","coop-pop",2,0.001,-1.59885282409075,1.47523040966449,690.399117555527,-2.69192708947504,2.11391969181935
22,2120,"CBA","ssp1","BHM-SRdiff","coop-pop",2,0.015,-1.59259403764166,1.53014319799683,762.189277940248,-2.68566830302595,2.19928515759617
22,2120,"CBA","ssp1","BHM-SRdiff","coop-pop",2,0.03,-0.362694850227716,1.69511982672451,984.994875280787,-1.45576911561201,2.47618454806938
22,2120,"CBA","ssp1","BHM-SRdiff","noncoop-pop",NA,0.001,11.9005314254757,2.77434865779578,2710.54649853527,10.8074571600914,4.28096290634781
22,2120,"CBA","ssp1","BHM-SRdiff","noncoop-pop",NA,0.015,13.1195935220065,2.90351485009838,2946.97795083936,12.0265192566222,4.49210867465027
22,2120,"CBA","ssp1","BHM-SRdiff","noncoop-pop",NA,0.03,14.4418091548399,3.02907063330919,3183.60557613412,13.3487348894556,4.6981680507756
22,2120,"CBA","ssp1","DJO","coop-pop",0,0.001,7.6760991527242,2.04642648607311,1500.50712351656,6.58302488733991,3.12446374864119
22,2120,"CBA","ssp1","DJO","coop-pop",0,0.015,14.5559374980982,2.28278683380553,1882.98157346844,13.462863232714,3.55999923100325
22,2120,"CBA","ssp1","DJO","coop-pop",0,0.03,14.8816577982915,2.47141876204748,2187.72793924579,13.7885835329072,3.8646184961384
22,2120,"CBA","ssp1","DJO","coop-pop",0.5,0.001,-1.33817519562816,1.49011447456753,710.268244524979,-2.43124946101245,2.14063055341759
22,2120,"CBA","ssp1","DJO","coop-pop",0.5,0.015,-0.905706057515481,1.59749267812727,851.772563820595,-1.99878032289977,2.31589660381731
22,2120,"CBA","ssp1","DJO","coop-pop",0.5,0.03,1.6131795546474,1.90373397701035,1280.70422876295,0.52010528926311,2.82853007721954
22,2120,"CBA","ssp1","DJO","coop-pop",1.45,0.001,-1.27054693309275,1.47894612184225,695.43799896997,-2.36362119847704,2.12443373534098
22,2120,"CBA","ssp1","DJO","coop-pop",1.45,0.015,-1.10603696886824,1.52676904886204,758.320594796788,-2.19911123425253,2.20136806106596
22,2120,"CBA","ssp1","DJO","coop-pop",1.45,0.03,-0.251031469762724,1.67360053552854,955.581327137579,-1.34410573514701,2.4441762951971
22,2120,"CBA","ssp1","DJO","coop-pop",2,0.001,-1.19227509332499,1.48300876503848,700.778317166497,-2.28534935870928,2.13193274453852
22,2120,"CBA","ssp1","DJO","coop-pop",2,0.015,-1.00712424744354,1.52816648156063,760.382531003776,-2.10019851282783,2.20493519714304
22,2120,"CBA","ssp1","DJO","coop-pop",2,0.03,-0.328206950954131,1.65667305253843,932.287962962517,-1.42128121633842,2.41680526958136
22,2120,"CBA","ssp1","DJO","noncoop-pop",NA,0.001,9.06708727534203,2.36237931250963,1999.29564158332,7.97401300995774,3.62210664506093
22,2120,"CBA","ssp1","DJO","noncoop-pop",NA,0.015,10.4887727331016,2.57058208852052,2347.01405609836,9.39569846771726,3.95844588783637
22,2120,"CBA","ssp1","DJO","noncoop-pop",NA,0.03,12.0592311891905,2.78557816817697,2725.44730701822,10.9661569238062,4.30552770589414
22,2120,"CBA","ssp1","KAHN","coop-pop",0,0.001,-1.40039050167176,1.51049076691002,736.6362552176,-2.49346476705605,2.17196553814654
22,2120,"CBA","ssp1","KAHN","coop-pop",0,0.015,-1.39877999573434,1.57154395031101,817.642493085772,-2.49185426111863,2.26680234434229
22,2120,"CBA","ssp1","KAHN","coop-pop",0,0.03,-1.33516365263407,1.69776318771808,986.766728982144,-2.42823791801836,2.46562485500252
22,2120,"CBA","ssp1","KAHN","coop-pop",0.5,0.001,-1.40656662512197,1.51303886639949,739.970512037828,-2.49964089050626,2.1758566411096
22,2120,"CBA","ssp1","KAHN","coop-pop",0.5,0.015,-1.40445258656307,1.57311385325786,819.556216940515,-2.49752685194736,2.26921564806729
22,2120,"CBA","ssp1","KAHN","coop-pop",0.5,0.03,-1.32019793112449,1.69980992072317,989.661199571867,-2.41327219650878,2.46975435999136
22,2120,"CBA","ssp1","KAHN","coop-pop",1.45,0.001,-1.40899706737982,1.51938519280905,748.141055511389,-2.50207133276411,2.18594046743421
22,2120,"CBA","ssp1","KAHN","coop-pop",1.45,0.015,-1.37294917500865,1.57584897897683,822.700152838877,-2.46602344039294,2.27438365216284
22,2120,"CBA","ssp1","KAHN","coop-pop",1.45,0.03,-1.12920554750208,1.68772903860456,973.373109930207,-2.22227981288638,2.45368819732286
22,2120,"CBA","ssp1","KAHN","coop-pop",2,0.001,-1.38657717867136,1.52328685031642,753.156608285369,-2.47965144405565,2.19234030138998
22,2120,"CBA","ssp1","KAHN","coop-pop",2,0.015,-1.34707875551778,1.57931307610242,827.285243458589,-2.44015302090207,2.28093880756911
22,2120,"CBA","ssp1","KAHN","coop-pop",2,0.03,-1.02148986798349,1.67515727146353,956.275738964923,-2.11456413336778,2.435803537819
22,2120,"CBA","ssp1","KAHN","noncoop-pop",NA,0.001,6.60633212471151,2.42539098914079,2094.96610971929,5.51325785932722,3.69651338143796
22,2120,"CBA","ssp1","KAHN","noncoop-pop",NA,0.015,8.00391341793442,2.54407504946378,2295.39794339423,6.91083915255013,3.89480148609969
22,2120,"CBA","ssp1","KAHN","noncoop-pop",NA,0.03,9.20666566163412,2.63831312072969,2459.11822893143,8.11359139624983,4.05234406860205
22,2120,"CBA","ssp2","BHM-LR","coop-pop",0,0.001,-5.88407607476706,1.48205076649772,692.467699826419,-6.97715034015135,2.0696470654964
22,2120,"CBA","ssp2","BHM-LR","coop-pop",0,0.015,-5.92879051366132,1.61822344234695,868.622826422541,-7.02186477904561,2.28559220593641
22,2120,"CBA","ssp2","BHM-LR","coop-pop",0,0.03,-0.928782006702492,2.11263156346412,1580.86291936057,-2.02185627208678,3.13628152516139
22,2120,"CBA","ssp2","BHM-LR","coop-pop",0.5,0.001,-5.89473840085502,1.48529452450738,696.589431031801,-6.98781266623931,2.0746137252078
22,2120,"CBA","ssp2","BHM-LR","coop-pop",0.5,0.015,-5.91054820706711,1.61769403142212,867.331138061752,-7.0036224724514,2.28500308672159
22,2120,"CBA","ssp2","BHM-LR","coop-pop",0.5,0.03,-0.986359634489314,2.10240758190309,1565.4936220348,-2.07943389987361,3.1201626994225
22,2120,"CBA","ssp2","BHM-LR","coop-pop",1.45,0.001,-5.91678734932807,1.49799891867067,712.318682417292,-7.00986161471236,2.09467777066264
22,2120,"CBA","ssp2","BHM-LR","coop-pop",1.45,0.015,-5.52779829636907,1.62772611130004,882.744939358541,-6.62087256175337,2.30676858547654
22,2120,"CBA","ssp2","BHM-LR","coop-pop",1.45,0.03,-0.891829859869654,2.02724543519976,1453.10218879945,-1.98490412525394,3.00346823136213
22,2120,"CBA","ssp2","BHM-LR","coop-pop",2,0.001,-5.84273056698519,1.50511033572006,721.808601467812,-6.93580483236948,2.10822974643688
22,2120,"CBA","ssp2","BHM-LR","coop-pop",2,0.015,-5.27695718240299,1.63021315759285,887.065209198607,-6.37003144778728,2.31368142354864
22,2120,"CBA","ssp2","BHM-LR","coop-pop",2,0.03,-0.946898940239359,1.97908675684029,1381.3500851497,-2.03997320562365,2.92842459185752
22,2120,"CBA","ssp2","BHM-LR","noncoop-pop",NA,0.001,20.9379731602777,2.80271822488378,2772.56836447893,19.8448988948934,4.41952861332755
22,2120,"CBA","ssp2","BHM-LR","noncoop-pop",NA,0.015,31.0098234752563,3.25504986978244,3655.02556877871,29.916749209872,5.19387457383534
22,2120,"CBA","ssp2","BHM-LR","noncoop-pop",NA,0.03,41.8290427249528,3.66238441093168,4540.66043127721,40.7359684595686,5.8932421319521
22,2120,"CBA","ssp2","BHM-LRdiff","coop-pop",0,0.001,-5.16800406101044,1.49734834574157,713.468588358057,-6.26107832639473,2.10304637283565
22,2120,"CBA","ssp2","BHM-LRdiff","coop-pop",0,0.015,-4.97431619792611,1.61670754655768,868.67668366206,-6.0673904633104,2.29850565785662
22,2120,"CBA","ssp2","BHM-LRdiff","coop-pop",0,0.03,2.02591769159247,2.09354622025511,1560.66475973896,0.932843426208179,3.13274221487524
22,2120,"CBA","ssp2","BHM-LRdiff","coop-pop",0.5,0.001,-5.06623272700105,1.50259783295571,720.243512854311,-6.15930699238534,2.11336428273512
22,2120,"CBA","ssp2","BHM-LRdiff","coop-pop",0.5,0.015,-4.62164711691433,1.60852402588073,858.065757198458,-5.71472138229862,2.28766288917432
22,2120,"CBA","ssp2","BHM-LRdiff","coop-pop",0.5,0.03,1.10730410667552,2.00910992586544,1433.9691510143,0.0142298412912255,2.9886364167873
22,2120,"CBA","ssp2","BHM-LRdiff","coop-pop",1.45,0.001,-4.68615463608934,1.50983081410185,730.485439204758,-5.77922890147363,2.13042949157408
22,2120,"CBA","ssp2","BHM-LRdiff","coop-pop",1.45,0.015,-3.99628003766977,1.59922011951694,848.903877679231,-5.08935430305406,2.2801463058126
22,2120,"CBA","ssp2","BHM-LRdiff","coop-pop",1.45,0.03,-0.520038560988089,1.88636899844963,1251.28407578417,-1.61311282637238,2.78081078826827
22,2120,"CBA","ssp2","BHM-LRdiff","coop-pop",2,0.001,-4.49502414369026,1.51252688471998,734.294449955521,-5.58809840907455,2.13725252388472
22,2120,"CBA","ssp2","BHM-LRdiff","coop-pop",2,0.015,-3.70520353796039,1.59330888622742,842.400795935219,-4.79827780334467,2.274487733546
22,2120,"CBA","ssp2","BHM-LRdiff","coop-pop",2,0.03,-1.26365864212392,1.83819193928084,1180.07689590663,-2.35673290750821,2.6939763492428
22,2120,"CBA","ssp2","BHM-LRdiff","noncoop-pop",NA,0.001,19.4937417036922,2.61572924536198,2446.42229829066,18.4006674383079,4.11918645800855
22,2120,"CBA","ssp2","BHM-LRdiff","noncoop-pop",NA,0.015,27.8202304167846,2.9957795753536,3145.73011099588,26.7271561514003,4.77141727371861
22,2120,"CBA","ssp2","BHM-LRdiff","noncoop-pop",NA,0.03,37.0364511407655,3.44679421802028,4064.70131233844,35.9433768753812,5.52896238772594
22,2120,"CBA","ssp2","BHM-SR","coop-pop",0,0.001,-6.26838162825587,1.5194385030782,739.576124573225,-7.36145589364016,2.12378523324971
22,2120,"CBA","ssp2","BHM-SR","coop-pop",0,0.015,-3.89652063134483,1.88594605362371,1242.88384256532,-4.98959489672912,2.74146474998523
22,2120,"CBA","ssp2","BHM-SR","coop-pop",0,0.03,14.9205994241639,2.682502957326,2545.14698913693,13.8275251587796,4.18176069412666
22,2120,"CBA","ssp2","BHM-SR","coop-pop",0.5,0.001,-6.26102799198427,1.49349478182495,706.151246829641,-7.35410225736856,2.08305817060428
22,2120,"CBA","ssp2","BHM-SR","coop-pop",0.5,0.015,-6.0757849582125,1.66557243339737,932.420999754038,-7.16885922359678,2.36674853976938
22,2120,"CBA","ssp2","BHM-SR","coop-pop",0.5,0.03,2.18665675219216,2.20747298828734,1735.34498182429,1.09358248680787,3.3145944783532
22,2120,"CBA","ssp2","BHM-SR","coop-pop",1.45,0.001,-6.25966869078807,1.48836072693851,699.504037895425,-7.35274295617236,2.07499011910285
22,2120,"CBA","ssp2","BHM-SR","coop-pop",1.45,0.015,-6.12707885279436,1.61233993536536,859.209325739937,-7.22015311817865,2.27553954142954
22,2120,"CBA","ssp2","BHM-SR","coop-pop",1.45,0.03,-1.0520759683908,1.931208600624,1313.03333169445,-2.14515023377509,2.84894847213451
22,2120,"CBA","ssp2","BHM-SR","coop-pop",2,0.001,-6.25975555182771,1.48761571612213,698.372874533885,-7.352829817212,2.07388467373987
22,2120,"CBA","ssp2","BHM-SR","coop-pop",2,0.015,-6.03256452331896,1.60844854583389,854.084392660392,-7.12563878870325,2.26975922287094
22,2120,"CBA","ssp2","BHM-SR","coop-pop",2,0.03,-1.2088656693323,1.89838871301059,1264.95733646212,-2.30193993471659,2.79596823836571
22,2120,"CBA","ssp2","BHM-SR","noncoop-pop",NA,0.001,27.4966394072732,3.07998350984105,3305.44959670686,26.4035651418889,4.89467651188434
22,2120,"CBA","ssp2","BHM-SR","noncoop-pop",NA,0.015,36.1815261891704,3.46334262264407,4100.21181792412,35.0884519237861,5.54395714809736
22,2120,"CBA","ssp2","BHM-SR","noncoop-pop",NA,0.03,45.8952835044184,3.81979955295615,4909.93552718728,44.8022092390341,6.15317916419821
22,2120,"CBA","ssp2","BHM-SRdiff","coop-pop",0,0.001,-2.55004132551684,1.78275297393707,1099.86847670839,-3.64311559090113,2.59634625831833
22,2120,"CBA","ssp2","BHM-SRdiff","coop-pop",0,0.015,14.0232297996257,2.55821201221631,2328.88266755089,12.9301555342414,3.98675779344271
22,2120,"CBA","ssp2","BHM-SRdiff","coop-pop",0,0.03,32.6734803014684,3.14053260963558,3433.33385689598,31.5804060360841,5.03935557626324
22,2120,"CBA","ssp2","BHM-SRdiff","coop-pop",0.5,0.001,-6.41257187981008,1.53049974218988,751.328119133405,-7.50564614519437,2.14042346819658
22,2120,"CBA","ssp2","BHM-SRdiff","coop-pop",0.5,0.015,-3.79904809345848,1.77329027544435,1084.5955963296,-4.89212235884277,2.56430945836598
22,2120,"CBA","ssp2","BHM-SRdiff","coop-pop",0.5,0.03,6.29766593958166,2.3399358593192,1953.83536966444,5.20459167419737,3.56682690560945
22,2120,"CBA","ssp2","BHM-SRdiff","coop-pop",1.45,0.001,-6.37485851053552,1.48466223377695,694.508546674773,-7.46793277591981,2.0678234035189
22,2120,"CBA","ssp2","BHM-SRdiff","coop-pop",1.45,0.015,-6.03927986783583,1.61745392062663,866.990584959992,-7.13235413322012,2.29026750403908
22,2120,"CBA","ssp2","BHM-SRdiff","coop-pop",1.45,0.03,-0.638190008874404,1.91258590970425,1287.47389395367,-1.73126427425869,2.82340009273494
22,2120,"CBA","ssp2","BHM-SRdiff","coop-pop",2,0.001,-6.36460902678328,1.47602235484159,683.63038257795,-7.45768329216757,2.05430317991225
22,2120,"CBA","ssp2","BHM-SRdiff","coop-pop",2,0.015,-5.79446199197295,1.60502965799856,849.721771679577,-6.88753625735724,2.26840623490959
22,2120,"CBA","ssp2","BHM-SRdiff","coop-pop",2,0.03,-1.03821821744123,1.86782220401484,1221.99092620853,-2.13129248282552,2.74737346535451
22,2120,"CBA","ssp2","BHM-SRdiff","noncoop-pop",NA,0.001,48.835573397912,3.71862302409182,4690.47509490783,47.7424991325277,6.01875040412548
22,2120,"CBA","ssp2","BHM-SRdiff","noncoop-pop",NA,0.015,52.2371560359027,3.84558018975599,4988.68335960825,51.1440817705184,6.23245683939053
22,2120,"CBA","ssp2","BHM-SRdiff","noncoop-pop",NA,0.03,56.8463818683724,4.01399320539075,5397.69617810758,55.7533076029881,6.51556683528005
22,2120,"CBA","ssp2","DJO","coop-pop",0,0.015,39.1901140804904,3.0949740555241,3357.64578159087,38.0970398151061,5.0406883567092
22,2120,"CBA","ssp2","DJO","coop-pop",0,0.03,51.3559959018849,3.48878546998949,4186.22339647795,50.2629216365006,5.7362864902455
22,2120,"CBA","ssp2","DJO","coop-pop",0.5,0.001,-4.84214664696891,1.5191651689996,741.886682515038,-5.9352209123532,2.14276406648943
22,2120,"CBA","ssp2","DJO","coop-pop",0.5,0.015,-3.42240675867153,1.67671847245688,952.967404565219,-4.51548102405582,2.41513939869511
22,2120,"CBA","ssp2","DJO","coop-pop",0.5,0.03,8.96016337452637,2.30471618672287,1900.78346905646,7.86708910914208,3.53746858015122
22,2120,"CBA","ssp2","DJO","coop-pop",1.45,0.001,-4.54246841069156,1.51150166114073,732.889533764643,-5.63554267607585,2.13471349422722
22,2120,"CBA","ssp2","DJO","coop-pop",1.45,0.015,-4.00363519290687,1.59111192066953,837.136754808538,-5.09670945829116,2.26762739643726
22,2120,"CBA","ssp2","DJO","coop-pop",1.45,0.03,0.869287386468322,1.88890751001138,1256.83161193615,-0.223786878915968,2.80147032260836
22,2120,"CBA","ssp2","DJO","coop-pop",2,0.001,-4.38322095899937,1.51409309309334,736.546184079467,-5.47629522438366,2.14089023457294
22,2120,"CBA","ssp2","DJO","coop-pop",2,0.015,-3.59135297653426,1.58716144573403,833.554687350941,-4.68442724191855,2.26492766841759
22,2120,"CBA","ssp2","DJO","coop-pop",2,0.03,0.637206052066515,1.86000577998135,1214.53277036994,-0.455868213317776,2.75431713179532
22,2120,"CBA","ssp2","DJO","noncoop-pop",NA,0.001,35.3098731964382,3.07582290588843,3317.16828533683,34.2167989310539,4.95478424738055
22,2120,"CBA","ssp2","DJO","noncoop-pop",NA,0.015,39.9275248901103,3.30351171198373,3777.73611440149,38.834450624726,5.33514523755433
22,2120,"CBA","ssp2","DJO","noncoop-pop",NA,0.03,45.8280754413434,3.60564543563909,4427.62057343505,44.7350011759591,5.83404699306267
22,2120,"CBA","ssp2","KAHN","coop-pop",0,0.001,-5.63343290592128,1.56286783480312,796.97676024037,-6.72650717130557,2.2016393489075
22,2120,"CBA","ssp2","KAHN","coop-pop",0,0.015,-5.61669846548994,1.70244279832733,981.798809872851,-6.70977273087422,2.42338900220002
22,2120,"CBA","ssp2","KAHN","coop-pop",0,0.03,-3.93934078577898,1.98256085947678,1379.09055983791,-5.03241505116327,2.90170094652621
22,2120,"CBA","ssp2","KAHN","coop-pop",0.5,0.001,-5.65036820368792,1.56503159619495,799.540009419365,-6.74344246907221,2.20493381600712
22,2120,"CBA","ssp2","KAHN","coop-pop",0.5,0.015,-5.6309621683351,1.6993870593339,977.562197447966,-6.7240364337194,2.4190629848708
22,2120,"CBA","ssp2","KAHN","coop-pop",0.5,0.03,-3.91287483495068,1.98003118144493,1375.96897402588,-5.00594910033496,2.89849917677191
22,2120,"CBA","ssp2","KAHN","coop-pop",1.45,0.001,-5.66755952081869,1.57191069337877,808.040601607455,-6.76063378620298,2.21636669781353
22,2120,"CBA","ssp2","KAHN","coop-pop",1.45,0.015,-5.40790360807817,1.68488443319478,959.213602688989,-6.50097787346246,2.40109816370304
22,2120,"CBA","ssp2","KAHN","coop-pop",1.45,0.03,-3.72471124286073,1.93457297368448,1308.21977736248,-4.81778550824502,2.82419461126581
22,2120,"CBA","ssp2","KAHN","coop-pop",2,0.001,-5.64725603196408,1.57531533140553,812.587332738912,-6.74033029734837,2.22303797752812
22,2120,"CBA","ssp2","KAHN","coop-pop",2,0.015,-5.21694377268037,1.67833938484675,950.819689831165,-6.31001803806466,2.39325418026568
22,2120,"CBA","ssp2","KAHN","coop-pop",2,0.03,-3.4936380228008,1.90122112454527,1259.59334871369,-4.58671228818509,2.77167152868179
22,2120,"CBA","ssp2","KAHN","noncoop-pop",NA,0.001,29.8728240330021,3.16577089840469,3474.45288661438,28.7797497676178,5.05367269493849
22,2120,"CBA","ssp2","KAHN","noncoop-pop",NA,0.015,34.2396000875005,3.31060161745255,3774.44125210919,33.1465258221162,5.30747293634096
22,2120,"CBA","ssp2","KAHN","noncoop-pop",NA,0.03,38.3038466031457,3.446346816164,4065.54777330862,37.2107723377614,5.54315399811976
22,2120,"CBA","ssp3","BHM-LR","coop-pop",0,0.001,-4.51449866288669,1.56674523678553,803.93280615597,-5.60757292827098,2.22314644873975
22,2120,"CBA","ssp3","BHM-LR","coop-pop",0,0.015,-2.33509212815747,1.7229566743295,1018.32963606221,-3.42816639354176,2.50180357085847
22,2120,"CBA","ssp3","BHM-LR","coop-pop",0,0.03,8.24757036802358,2.25014390772549,1814.90893747409,7.1544961026393,3.44631190494821
22,2120,"CBA","ssp3","BHM-LR","coop-pop",0.5,0.001,-4.36020458376878,1.57597005205773,816.5121901968,-5.45327884915307,2.24044742979664
22,2120,"CBA","ssp3","BHM-LR","coop-pop",0.5,0.015,-2.28315407230359,1.71169665974626,1003.47362139782,-3.37622833768788,2.48363412161856
22,2120,"CBA","ssp3","BHM-LR","coop-pop",0.5,0.03,6.99588041983595,2.19269707336432,1722.98181047589,5.90280615445166,3.34365102136318
22,2120,"CBA","ssp3","BHM-LR","coop-pop",1.45,0.001,-4.09286997911274,1.58228262135818,825.299201139547,-5.18594424449703,2.25225938532924
22,2120,"CBA","ssp3","BHM-LR","coop-pop",1.45,0.015,-1.70388074117538,1.72089563171916,1017.59268108299,-2.79695500655967,2.50515027607833
